title,year,mpaa_rating,imdb_rating,imdb_ratings_total,imdb_popularity,imdb_user_reviews_total,imdb_critic_reviews_total,runtime,genre,language,country,release_date,production_co,color,description,poster_image,director,cast,budget,gross_usa_weekend,gross_usa,gross_worldwide
The Boss Baby,2017,PG,6.3,"77,069",210,186,177,97,"Animation, Comedy, Family, Fantasy",English,USA,31 March 2017 (USA),DreamWorks Animation,Color,"Seven-year-old Tim Templeton has always had an overactive imagination--and for the past seven years--life has been all peaches for him, getting all the love and affection from his caring parents. However, after the arrival of Boss Baby, an unexpected new brother dressed in a black suit complete with a tie and a briefcase, Tim won't be the centre of attention anymore, as the powerful sibling takes over the whole house, robbing him of all care, little by little. But, soon, Tim and the new Boss in a diaper will need to put differences aside and join forces, as a sneaky scheme involving the head of Puppy Co. threatens to tilt the balance of power towards their insidiously adorable furry antagonists, not to mention that the next Pet Convention is only in two days. Brothers, hurry up.","https://ia.media-imdb.com/images/M/MV5BMTg5MzUxNzgxNV5BMl5BanBnXkFtZTgwMTM2NzQ3MjI@._V1_UY268_CR1,0,182,268_AL_.jpg",Tom McGrath,"Alec Baldwin,Steve Buscemi,Jimmy Kimmel,Lisa Kudrow,Tobey Maguire,Miles Bakshi,James McGrath,Conrad Vernon,ViviAnn Yee,Eric Bell Jr.,David Soren,Edie Mirman,James Ryan,Walt Dohrn,Jules Winter","$125,000,000","$50,198,902","$175,003,033","$512,017,946"
The Emoji Movie,2017,PG,3.1,"38,033",200,563,133,86,"Animation, Adventure, Comedy, Family",English,USA,28 July 2017 (USA),Columbia Pictures,Color,"The Emoji Movie unlocks the never-before-seen secret world inside your smartphone. Hidden within the messaging app is Textopolis, a bustling city where all your favorite emojis live, hoping to be selected by the phone's user. In this world, each emoji has only one facial expression - except for Gene, an exuberant emoji who was born without a filter and is bursting with multiple expressions. Determined to become ""normal"" like the other emojis, Gene enlists the help of his handy best friend Hi-5 and the notorious code breaker emoji Jailbreak. Together, they embark on an epic ""app-venture"" through the apps on the phone, each its own wild and fun world, to find the Code that will fix Gene. But when a greater danger threatens the phone, the fate of all emojis depends on these three unlikely friends who must save their world before it's deleted forever.","https://ia.media-imdb.com/images/M/MV5BMTkzMzM3OTM2Ml5BMl5BanBnXkFtZTgwMDM0NDU3MjI@._V1_UX182_CR0,0,182,268_AL_.jpg",Tony Leondis,"T.J. Miller,James Corden,Anna Faris,Maya Rudolph,Steven Wright,Jennifer Coolidge,Patrick Stewart,Christina Aguilera,Sofía Vergara,Rachael Ray,Sean Hayes,Jake T. Austin,Tati Gabrielle,Jude Kouyate,Jeffrey Ross","$50,000,000","$24,531,923","$86,089,513,","$200,405,914,"
Paddington 2,2017,PG,8.0,"25,032",196,124,385,103,"Animation, Adventure, Comedy, Family, Fantasy",English,UK,12 January 2018 (USA),StudioCanal,Color,"Paddington is happily settled with the Brown family in Windsor Gardens, where he has become a popular member of the community, spreading joy and marmalade wherever he goes. While searching for the perfect present for his beloved Aunt Lucy's 100th birthday, Paddington spots a unique pop-up book in Mr. Gruber's antique shop, and embarks upon a series of odd jobs to buy it. But when the book is stolen, it's up to Paddington and the Browns to unmask the thief.","https://ia.media-imdb.com/images/M/MV5BMmYwNWZlNzEtNjE4Zi00NzQ4LWI2YmUtOWZhNzZhZDYyNmVmXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",Paul King,"Michael Gambon,Imelda Staunton,Ben Whishaw,Madeleine Harris,Samuel Joslin,Sally Hawkins,Hugh Bonneville,Julie Walters,Marie-France Alvarez,Sanjeev Bhaskar,Ben Miller,Jessica Hynes,Robbie Gee,Nicholas Woodeson,Alex Jordan",,"$11,001,961","$40,442,052,","$185,847,106,"
Avatar: The Last Airbender            ,,TV-Y7-FV,9.2,"165,645",235,299,38,23,"Animation, Action, Adventure, Family, Fantasy, Mystery",English,USA,2003 (USA),Nickelodeon Animation Studios,Color,"The world is divided into four elemental nations: The Northern and Southern Water Tribes, the Earth Kingdom, the Fire Nation, and the Air Nomads. The Avatar upholds the balance between the nations, but everything changed when the Fire Nation invaded. Only the Avatar, master of all four elements, can stop them. But when the world needs him most, he vanishes. A hundred years later Katara and Sokka discover the new Avatar, an airbender named Aang. Together they must help Aang master the elements and save the world.","https://ia.media-imdb.com/images/M/MV5BNzZlZmQyYTgtOWNmMy00NTNhLTgyOTYtNjhiOTllOGU2MDg5XkEyXkFqcGdeQXVyMjYxMzY2NDk@._V1_UY268_CR0,0,182,268_AL_.jpg",Michael Dante DiMartino,"Dee Bradley Baker,Zach Tyler,Mae Whitman,Jack De Sena,Dante Basco,Jessie Flower,Mako",,,,
Sing,2016,PG,7.1,"96,773",181,193,229,108,"Animation, Comedy, Family, Music, Musical",English,Japan,21 December 2016 (USA),Dentsu,Color,"In a town with no humans, just animals, a koala named Buster Moon realizes he will soon lose his theater if he cannot turn his luck around. He comes up with a plan to host a singing competition, where the winner will receive $1,000. Will this be enough to return his theater to glory?","https://ia.media-imdb.com/images/M/MV5BMTYzODYzODU2Ml5BMl5BanBnXkFtZTgwNTc1MTA2NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",Garth Jennings,"Matthew McConaughey,Reese Witherspoon,Seth MacFarlane,Scarlett Johansson,John C. Reilly,Taron Egerton,Tori Kelly,Jennifer Saunders,Jennifer Hudson,Garth Jennings,Peter Serafinowicz,Nick Kroll,Beck Bennett,Jay Pharoah,Nick Offerman","$75,000,000","$35,258,145","$270,329,045","$632,443,719"
The Lion King,1994,G,8.5,"761,238",165,747,194,88,"Animation, Adventure, Drama, Family, Musical",English,USA,24 June 1994 (USA),Walt Disney Pictures,Color,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?","https://ia.media-imdb.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UX182_CR0,0,182,268_AL_.jpg",Roger Allers,"Rowan Atkinson,Matthew Broderick,Niketa Calame-Harris,Jim Cummings,Whoopi Goldberg,Robert Guillaume,Jeremy Irons,James Earl Jones,Moira Kelly,Nathan Lane,Zoe Leader,Cheech Marin,Ernie Sabella,Madge Sinclair,Jonathan Taylor Thomas","$45,000,000","$1,825,849","$312,900,000","$987,483,777,"
Moana,2016,PG,7.6,"187,079",141,380,369,107,"Animation, Adventure, Comedy, Family, Fantasy, Musical",English,USA,23 November 2016 (USA),Walt Disney Animation Studios,Color,"Moana Waialiki is a sea voyaging enthusiast and the only daughter of a chief in a long line of navigators. When her island's fishermen can't catch any fish and the crops fail, she learns that the demigod Maui caused the blight by stealing the heart of the goddess, Te Fiti. The only way to heal the island is to persuade Maui to return Te Fiti's heart, so Moana sets off on an epic journey across the Pacific. The film is based on stories from Polynesian mythology.","https://ia.media-imdb.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Ron Clements,"Auli'i Cravalho,Dwayne Johnson,Rachel House,Temuera Morrison,Jemaine Clement,Nicole Scherzinger,Alan Tudyk,Oscar Kightley,Troy Polamalu,Puanani Cravalho,Louise Bush","$150,000,000","$56,631,401","$248,757,044","$643,031,115"
The Incredibles,2004,PG,8.0,"540,466",137,841,291,115,"Animation, Action, Adventure, Family",English,USA,5 November 2004 (USA),Pixar Animation Studios,Color,"Bob Parr (A.K.A. Mr. Incredible), and his wife Helen (A.K.A. Elastigirl), are the world's greatest famous crime-fighting superheroes in Metroville. Always saving lives and battling evil on a daily basis. But fifteen years later, they have been forced to adopt civilian identities and retreat to the suburbs where they have no choice but to retire as superheroes to live a ""normal life"" with their three children Violet, Dash and Jack-Jack (who were secretly born with superpowers). Itching to get back into action, Bob gets his chance when a mysterious communication summons him to a remote island for a top secret assignment. He soon discovers that it will take a super family effort to rescue the world from total destruction.","https://ia.media-imdb.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Brad Bird,"Craig T. Nelson,Holly Hunter,Samuel L. Jackson,Jason Lee,Dominique Louis,Teddy Newton,Jean Sincere,Eli Fucile,Maeve Andrews,Wallace Shawn,Spencer Fox,Lou Romano,Wayne Canney,Sarah Vowell,Michael Bird","$92,000,000","$70,467,623","$261,441,092,","$631,442,092"
Family Guy            ,,TV-14,8.2,"266,758",164,623,88,22,"Animation, Comedy",English,USA,31 January 1999 (USA),20th Century Fox Television,Color,"Sick, twisted and politically incorrect, the animated series features the adventures of the Griffin family. Endearingly ignorant Peter and his stay-at-home wife Lois reside in Quahog, R.I., and have three kids. Meg, the eldest child, is a social outcast, and teenage Chris is awkward and clueless when it comes to the opposite sex. The youngest, Stewie, is a genius baby bent on killing his mother and destroying the world. The talking dog, Brian, keeps Stewie in check while sipping martinis and sorting through his own life issues.","https://ia.media-imdb.com/images/M/MV5BNGRkMTllZTUtZTQyYi00NjVlLTlhZjEtODExNjQ4YjQ1Y2RjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR0,0,182,268_AL_.jpg",Seth MacFarlane,"Seth MacFarlane,Alex Borstein,Seth Green,Mila Kunis,Mike Henry,John Viener,Danny Smith,Patrick Warburton,Ralph Garman,Alec Sulkin",,,,
Archer            ,,TV-MA,8.7,"113,190",160,100,50,22,"Animation, Action, Comedy",English,USA,17 September 2009 (USA),Floyd County Productions,Color,"At an international spy agency, global crises are merely opportunities for its highly trained employees to confuse, undermine, betray and royally screw each other. At the center of it all is suave master spy Sterling Archer, whose less-than-masculine code name is ""Duchess."" Archer works with his domineering mother Malory, who also is his boss. He also has to deal with his ex-girlfriend, Agent Lana Kane and her new boyfriend, comptroller Cyril Figgis, as well as Malory's lovesick secretary, Cheryl.","https://ia.media-imdb.com/images/M/MV5BMTg3NTMwMzY2OF5BMl5BanBnXkFtZTgwMDcxMjQ0NDE@._V1_UX182_CR0,0,182,268_AL_.jpg",Adam Reed,"H. Jon Benjamin,Judy Greer,Amber Nash,Chris Parnell,Aisha Tyler,Jessica Walter,Adam Reed,Lucky Yates",,,,
The Simpsons            ,,TV-14,8.8,"310,058",151,727,143,22,"Animation, Comedy",English,USA,17 December 1989 (USA),Gracie Films,Color,"This is an animated sitcom about the antics of a dysfunctional family. Homer is the oafish unhealthy beer loving father, Marge is the hardworking homemaker wife, Bart is the perpetual ten-year-old underachiever (and proud of it), Lisa is the unappreciated eight-year-old genius, and Maggie is the cute, pacifier loving silent infant.","https://ia.media-imdb.com/images/M/MV5BYjFkMTlkYWUtZWFhNy00M2FmLThiOTYtYTRiYjVlZWYxNmJkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",James L. Brooks,"Dan Castellaneta,Julie Kavner,Nancy Cartwright,Yeardley Smith,Harry Shearer,Hank Azaria,Pamela Hayden,Tress MacNeille","$750,000",,,
Sherlock Gnomes,2018,PG,4.7,"1,504",98,32,38,86,"Animation, Adventure, Comedy, Family, Fantasy, Mystery, Romance",English,UK,23 March 2018 (USA),Metro-Goldwyn-Mayer (MGM),Color,"Garden gnomes, Gnomeo & Juliet, recruit renowned detective Sherlock Gnomes to investigate the mysterious disappearance of other garden ornaments.","https://ia.media-imdb.com/images/M/MV5BMTk4NzU3NzU2NV5BMl5BanBnXkFtZTgwNDc4NTI3NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",John Stevenson,"Kelly Asbury,Mary J. Blige,Emily Blunt,Julio Bonet,Gary Bradbury,Michael Caine,Gang Chi,Rosalie Craig,Jamie Demetriou,Johnny Depp,Chiwetel Ejiofor,Dexter Fletcher,Steve Hamilton Shaw,Leyla Hobart,James Hong","$59,000,000","$10,604,774","$37,747,657,","$53,775,523,"
Despicable Me 3,2017,PG,6.3,"71,105",87,158,245,89,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",English,USA,30 June 2017 (USA),Illumination Entertainment,Color,"After he is fired from the Anti-Villain League for failing to take down the latest bad guy to threaten humanity, Gru finds himself in the midst of a major identity crisis. But when a mysterious stranger shows up to inform Gru that he has a long-lost twin brother-a brother who desperately wishes to follow in his twin's despicable footsteps-one former super-villain will rediscover just how good it feels to be bad.","https://ia.media-imdb.com/images/M/MV5BNjUyNzQ2MTg3Ml5BMl5BanBnXkFtZTgwNzE4NDM3MTI@._V1_UX182_CR0,0,182,268_AL_.jpg",Kyle Balda,"Steve Carell,Kristen Wiig,Trey Parker,Miranda Cosgrove,Dana Gaier,Nev Scharrel,Pierre Coffin,Steve Coogan,Julie Andrews,Jenny Slate,Michael Beattie,Andy Nyman,Adrian Ciscato,Brian T. Delaney,Katia Saponenko","$80,000,000","$72,434,025","$264,624,300","$1,034,799,409"
Rick and Morty            ,,TV-14,9.3,"207,163",118,196,35,23,"Animation, Adventure, Comedy, Sci-Fi",English,USA,2 December 2013 (USA),Harmonius Claptrap,Color,"An animated series on adult-swim about the infinite adventures of Rick, a genius alcoholic and careless scientist, with his grandson Morty, a 14 year-old anxious boy who is not so smart. Together, they explore the infinite universes; causing mayhem and running into trouble.","https://ia.media-imdb.com/images/M/MV5BMjRiNDRhNGUtMzRkZi00MThlLTg0ZDMtNjc5YzFjYmFjMmM4XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UY268_CR2,0,182,268_AL_.jpg",Dan Harmon,"Justin Roiland,Chris Parnell,Spencer Grammer,Sarah Chalke,Kari Wahlgren,Tom Kenny,Ryan Ridley,Maurice LaMarche",,,,
The Boss Baby: Back in Business            ,,TV-Y7,6.8,323,114,7,2,25,"Animation, Comedy, Family, Fantasy",English,USA,6 April 2018 (USA),DreamWorks Animation Television,Color,"With a little help from his brother and accomplice, Tim, Boss Baby tries to balance family life with his job at Baby Corp headquarters.","https://ia.media-imdb.com/images/M/MV5BMjMwMzM5OTcwOF5BMl5BanBnXkFtZTgwODU0MTg5NDM@._V1_UY268_CR22,0,182,268_AL_.jpg",JP Karliak,"JP Karliak,Pierce Gagnon,Kevin Michael Richardson,Alex Cazares,David W. Collins,Hope Levy,Eric Bell Jr.,Flula Borg,Jake Green,Kari Wahlgren",,,,
Peter Rabbit,2018,PG,6.6,"7,948",79,112,110,95,"Animation, Adventure, Comedy, Family, Fantasy",English,Australia,9 February 2018 (USA),2.0 Entertainment,Color,"Based on the books by Beatrix Potter: Peter Rabbit (James Corden;) his three sisters: Flopsy (Margot Robbie,) Mopsy (Elizabeth Debicki) and Cotton Tail (Daisy Ridley) and their cousin Benjamin (Colin Moody) enjoy their days harassing Mr McGregor in his vegetable garden. Until one day he dies and no one can stop them roaming across his house and lands for a full day or so. However, when one of Mr McGregor's relatives inherits the house and goes to check it out, he finds much more than he bargained for. What ensues, is a battle of wills between the new Mr McGregor and the rabbits. But when he starts to fall in love with Bea (Rose Byrne,) a real lover of all nature, his feelings towards them begin to change. But is it too late?","https://ia.media-imdb.com/images/M/MV5BOWE4YzE3Y2MtYzIyZS00NjA4LTliMDgtY2U0NGM2NzI4MjZlXkEyXkFqcGdeQXVyNTU5Mzk0NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",Will Gluck,"James Corden,Fayssal Bazzi,Domhnall Gleeson,Sia,Colin Moody,Sam Neill,Margot Robbie,Elizabeth Debicki,Daisy Ridley,Rose Byrne,Christian Gazal,Ewen Leslie,Natalie Dew,Terenia Edwards,Marianne Jean-Baptiste","$50,000,000","$25,010,928","$113,938,437,","$299,099,250,"
Ferdinand,2017,PG,6.7,"22,822",56,72,122,108,"Animation, Adventure, Comedy, Family, Fantasy",English,USA,15 December 2017 (USA),Blue Sky Studios,Color,"Destined to become a fearless fighting bull, the young pacifist and flower-loving calf, Ferdinand, summons up the courage to escape from a Spanish bull-training camp, to finally find himself on little Nina's idyllic and fragrant farm. However, an unfortunate run-in with a busy golden bee will send the immense but peaceful animal back to the old Casa del Toro academy, where the famous matador, El Primero, usually selects his worthy bovine opponents for the arena. Does Ferdinand hide a fierce champion underneath a mountain of muscles, or is he a gentle giant after all?","https://ia.media-imdb.com/images/M/MV5BOTIwMDI0NjQ4OF5BMl5BanBnXkFtZTgwNjU0MzAyNDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Carlos Saldanha,"Jack Gore,Jet Jurgensmeyer,Nile Diaz,Colin H. Murphy,Carlos Saldanha,Jeremy Sisto,Bobby Cannavale,Raúl Esparza,Luis Carlos de La Lombana,Juanes,Jerrod Carmichael,Julia Scarpa Saldanha,John Cena,Lily Day,Rafael Scarpa Saldanha","$111,000,000","$13,401,586","$84,290,998,","$294,385,028,"
Bob's Burgers            ,,TV-PG,8.1,"49,690",84,108,17,22,"Animation, Comedy",English,USA,9 January 2011 (USA),Bento Box Entertainment,Color,"Bob's Burgers centers on the Belcher family (consists of Bob, Linda, Tina, Gene and Louise) who own a hamburger restaurant. Bob's burgers are really delicious and appear to be better than his rivals' but when it comes to selling burgers, his kids aren't really helpful, as more customers head over to Jimmy Pesto's restaurant.","https://ia.media-imdb.com/images/M/MV5BMTg2MzI0NTQ3OV5BMl5BanBnXkFtZTgwODMyMzc1MDE@._V1_UY268_CR0,0,182,268_AL_.jpg",Loren Bouchard,"H. Jon Benjamin,Dan Mintz,Eugene Mirman,John Roberts,Kristen Schaal,Larry Murphy,David Herman",,,,
Coco,2017,PG,8.5,"159,303",28,494,351,,"Animation, Adventure, Comedy, Family, Fantasy, Music, Mystery",English,USA,21 November 2017 (USA),Walt Disney Pictures,Color,"Despite his family's baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.","https://ia.media-imdb.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_UY268_CR3,0,182,268_AL_.jpg",Lee Unkrich,"Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,Alanna Ubach,Renee Victor,Jaime Camil,Alfonso Arau,Herbert Siguenza,Gabriel Iglesias,Lombardo Boyar,Ana Ofelia Murguía,Natalia Cordova-Buckley,Selene Luna,Edward James Olmos,Sofía Espinosa",,"$50,802,605","$209,686,771,","$794,830,552,"
Annihilation,2018,R,7.0,"111,766",22,895,302,115,"Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",English,UK,23 February 2018 (USA),DNA Films,Color,"A biologist's husband disappears. She puts her name forward for an expedition into an environmental disaster zone, but does not find what she's expecting. The expedition team is made up of the biologist, an anthropologist, a psychologist, a surveyor, and a linguist.","https://ia.media-imdb.com/images/M/MV5BMTk2Mjc2NzYxNl5BMl5BanBnXkFtZTgwMTA2OTA1NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Alex Garland,"Natalie Portman,Benedict Wong,Sonoya Mizuno,David Gyasi,Oscar Isaac,John Schwab,Jennifer Jason Leigh,Gina Rodriguez,Tuva Novotny,Tessa Thompson,Sammy Hayman,Josh Danford,Kristen McGarrity","$40,000,000","$11,071,584","$32,709,034,",
