title,year,mpaa_rating,imdb_rating,imdb_ratings_total,imdb_popularity,imdb_user_reviews_total,imdb_critic_reviews_total,runtime,genre,language,country,release_date,production_co,color,description,poster_image,director,cast,budget,gross_usa_weekend,gross_usa,gross_worldwide
Hacksaw Ridge,2016,R,8.2,"313,955",245,665,451,139,"Biography, Drama, History, War",English,Australia,4 November 2016 (USA),Cross Creek Pictures,Color,The true story of,"https://ia.media-imdb.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_UX182_CR0,0,182,268_AL_.jpg",Mel Gibson,"Andrew Garfield,Richard Pyros,Jacob Warner,Milo Gibson,Darcy Bryce,Roman Guerriero,James Lugton,Kasia Stelmach,Hugo Weaving,Rachel Griffiths,Jarin Towney,Tim McGarry,Tyler Coppin,Teresa Palmer,Richard Platt","$40,000,000","$15,190,758","$67,209,615","$175,302,354"
The Social Network,2010,PG-13,7.7,"538,832",236,725,566,120,"Biography, Drama",English,USA,1 October 2010 (USA),Columbia Pictures,Color,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.","https://ia.media-imdb.com/images/M/MV5BMTM2ODk0NDAwMF5BMl5BanBnXkFtZTcwNTM1MDc2Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg",David Fincher,"Jesse Eisenberg,Rooney Mara,Bryan Barter,Dustin Fitzsimons,Joseph Mazzello,Patrick Mapel,Andrew Garfield,Toby Meuli,Alecia Svensen,Jami Owen,James Dastoli,Robert Dastoli,Scotty Crowe,Jayk Gallagher,Marcella Lentz-Pope","$40,000,000","$22,445,653","$96,962,694","$224,920,315"
Genius            ,,TV-14,8.4,"11,301",269,82,3,43,"Biography, Drama, History",English,USA,25 April 2017 (USA),EUE / Sokolow,Color,"The life stories of history's greatest minds. From their days as young adults to their final years we see their discoveries, loves, relationships, causes, flaws and genius.","https://ia.media-imdb.com/images/M/MV5BNjMxNTMxNDMxNl5BMl5BanBnXkFtZTgwNTk3NDUyNTM@._V1_UX182_CR0,0,182,268_AL_.jpg",Kenneth Biller,"T.R. Knight,Michael McElhatton,Johnny Flynn,Samantha Colley,Seth Gabel,Ralph Brown,Geoffrey Rush,Richard Topol,Jon Fletcher,Lucas Englander,Sebastian Roché",,,,
Versailles            ,,TV-MA,7.9,"7,916",241,41,11,52,"Biography, Drama, History, Romance",English,France,16 November 2015 (France),Capa Drama,Color,"In 1667, 28-year-old all-powerful king of France, Louis XIV, decides to build the greatest palace in the world - Versailles. But drained budget, affairs and political intrigues complicate things.","https://ia.media-imdb.com/images/M/MV5BZTdhNDM2MTYtYWZkYy00ZTYwLTlkOWItNzg4Y2I5ZWUwNzkyXkEyXkFqcGdeQXVyMTk1NzUwMA@@._V1_UX182_CR0,0,182,268_AL_.jpg",David Wolstencroft,"Stuart Bowman,George Blagden,Alexander Vlahos,Evan Williams,Elisa Lasowski,Tygh Runyan,Joe Sheridan,Steve Cumyn,Anna Brewster,Maddison Jaizani,Pip Torrens,Catherine Walker,Lizzie Brocheré,Geoffrey Bateman",,,,
Legend,2015,R,7.0,"124,254",186,209,273,132,"Biography, Crime, Drama, Thriller",English,UK,20 November 2015 (USA),Cross Creek Pictures,Color,"The true story of London's most notorious gangsters, twins Reggie and Ronnie Kray. As the brothers rise through the criminal underworld, Ronnie advances the family business with violence and intimidation while Reggie struggles to go legitimate for local girl Frances Shea. In and out of prison, Ronnie's unpredictable tendencies and the slow disintegration of Reggie's marriage threaten to bring the brothers' empire tumbling to the ground.","https://ia.media-imdb.com/images/M/MV5BMDQ4MGY0NWUtY2MxOC00YzI5LTg0OTEtZjNmY2Q2ZmM0MTA1XkEyXkFqcGdeQXVyNTQzOTc3MTI@._V1_UX182_CR0,0,182,268_AL_.jpg",Brian Helgeland,"Paul Anderson,Tom Hardy,Christopher Eccleston,Joshua Hill,Emily Browning,Colin Morgan,Tara Fitzgerald,Nicholas Farrell,Adam Fogerty,Mel Raido,Major Johnson Finley,Millie Brady,Chris Mason,Stephen Thompson,Sam Spruell","$30,000,000","$86,836","$1,872,994,","$42,642,077,"
The Wolf of Wall Street,2013,R,8.2,"944,281",177,"1,196",624,180,"Biography, Comedy, Crime, Drama",English,USA,25 December 2013 (USA),Red Granite Pictures,Color,"Jordan Belfort is a Long Island penny stockbroker who served 22 months in prison for defrauding investors in a massive 1990s securities scam that involved widespread corruption on Wall Street and in the corporate banking world, including shoe designer Steve Madden.","https://ia.media-imdb.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",Martin Scorsese,"Leonardo DiCaprio,Jonah Hill,Margot Robbie,Matthew McConaughey,Kyle Chandler,Rob Reiner,Jon Bernthal,Jon Favreau,Jean Dujardin,Joanna Lumley,Cristin Milioti,Christine Ebersole,Shea Whigham,Katarina Cas,P.J. Byrne","$100,000,000","$18,361,578","$116,900,694","$392,000,694"
Braveheart,1995,R,8.4,"840,225",152,"1,128",138,178,"Biography, Drama, History, War",English,USA,24 May 1995 (USA),Icon Entertainment International,Color,"William Wallace is a Scottish rebel who leads an uprising against the cruel English ruler Edward the Longshanks, who wishes to inherit the crown of Scotland for himself. When he was a young boy, William Wallace's father and brother, along with many others, lost their lives trying to free Scotland. Once he loses another of his loved ones, William Wallace begins his long quest to make Scotland free once and for all, along with the assistance of Robert the Bruce.","https://ia.media-imdb.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",Mel Gibson,"James Robinson,Sean Lawlor,Sandy Nelson,James Cosmo,Sean McGinley,Alan Tall,Andrew Weir,Gerda Stevenson,Ralph Riach,Mhairi Calvey,Brian Cox,Patrick McGoohan,Peter Hanly,Sophie Marceau,Stephen Billington","$72,000,000","$9,938,276","$75,600,000","$210,409,945,"
Fighting with My Family,2018,PG-13,,,149,,,,"Biography, Comedy, Drama",English,UK,14 September 2018 (USA),Channel 4,Color,A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,"https://ia.media-imdb.com/images/M/MV5BMTcyMzU3MzE2N15BMl5BanBnXkFtZTgwNDUzMTM0NDM@._V1_UY268_CR101,0,182,268_AL_.jpg",Stephen Merchant,"Dwayne Johnson,Lena Headey,Kim Matula,Florence Pugh,Vince Vaughn,Nick Frost,Stephen Merchant,Jack Lowden,Stephen Farrelly,Hannah Rae,Eli Jane,Chloe Csengery,Aqueela Zoll,Carlo Sciortino,Josh Myers",,,,
Spartacus: War of the Damned            ,,TV-MA,8.6,"194,079",202,317,62,55,"Action, Adventure, Biography, Drama, History, Romance",English,USA,22 January 2010 (USA),Tapert / Donen / Raimi,Color,"The inspiration behind this series is the Thracian Gladiator Spartacus, who led a slave uprising against the Roman Republic. The Thracians had been persuaded by Claudius Glaber to serve as auxiliaries in the Roman legions in a campaign against the Getae, who had often plundered Thracian lands. However after Glaber reneges on the deal and switches his attentions from the Getae to attack Mithridates in Asia Minor, the Thracians feel betrayed and mutiny. Captured by Glaber, Spartacus is condemned to death as a Gladiator, whilst his wife Sura is condemned to slavery. Spartacus, however, proves to be a formidable gladiator, and defeats the four gladiators tasked with executing him. He becomes a favorite of the crowd, leading Senator Albinius to commute his death sentence to a life of slavery. Spartacus is purchased by Batiatus for gladiator training, who promises to help him find Sura if he proves himself in training. As the series develops, the story follows the betrayals and machinations...","https://ia.media-imdb.com/images/M/MV5BOTA2NDU2MzM5Nl5BMl5BanBnXkFtZTcwMTk3Njg3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",Steven S. DeKnight,"Manu Bennett,Daniel Feuerriegel,Peter Mensah,Lucy Lawless,Nick E. Tarabay,Viva Bianca,Liam McIntyre,Pana Hema Taylor,Cynthia Addai-Robinson,Dustin Clare,Heath Jones,Katrina Law,Ellen Hollman,Barry Duffield,Kelvin Taylor",,,,
The Disaster Artist,2017,R,7.6,"72,590",119,252,330,104,"Biography, Comedy, Drama",English,USA,8 December 2017 (USA),Good Universe,Color,"Aspiring actor Greg Sestero befriends the eccentric Tommy Wiseau. The two travel to L.A, and when Hollywood rejects them, Tommy decides to write, direct, produce and star in their own movie. That movie is The Room, which has attained cult status as the ""Citizen Kane"" of bad movies.","https://ia.media-imdb.com/images/M/MV5BOGNkMzliMGMtMDI5Ni00OTZkLTgyMTYtNzk5ZTY1NjVhYjVmXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_UX182_CR0,0,182,268_AL_.jpg",James Franco,"Dave Franco,James Franco,Seth Rogen,Ari Graynor,Alison Brie,Jacki Weaver,Paul Scheer,Zac Efron,Josh Hutcherson,June Diane Raphael,Megan Mullally,Jason Mantzoukas,Andrew Santino,Nathan Fielder,Joe Mande","$10,000,000","$1,211,345","$21,120,616,",
Bohemian Rhapsody,2018,",",,,118,,,,"Biography, Drama, Music",English,UK,2 November 2018 (USA),GK Films,Color,A chronicle of the years leading up to,"https://ia.media-imdb.com/images/M/MV5BZjExNWYyNTYtMWU1ZC00ZTZjLWE2NTEtNGRhNWQ2ZWY2ODcwXkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_UY268_CR121,0,182,268_AL_.jpg",Dexter Fletcher,"Mike Myers,Joseph Mazzello,Aidan Gillen,Rami Malek,Lucy Boynton,Tom Hollander,Ben Hardy,Allen Leech,Gwilym Lee,Michelle Duncan,Aaron McCusker,Vincent Andriano,Ace Bhatti,Max Bennett,Johanna Thea",,,,
Borg vs McEnroe,2017,R,7.0,"11,194",115,33,119,107,"Biography, Drama, Sport",English,Sweden,13 April 2018 (USA),SF Studios Production AB,Color,The story of the 1980s tennis rivalry between the placid Björn Borg and the volatile John McEnroe.,"https://ia.media-imdb.com/images/M/MV5BMjIyMjQ2NzY1NF5BMl5BanBnXkFtZTgwNDQwNDQwNTM@._V1_UX182_CR0,0,182,268_AL_.jpg",Janus Metz,"Sverrir Gudnason,Shia LaBeouf,Stellan Skarsgård,Tuva Novotny,Leo Borg,Marcus Mossberg,Jackson Gann,Scott Arthur,Ian Blackman,Robert Emms,David Bamber,Mats Blomgren,Julia Marko-Nord,Jane Perry,Demetri Goritsas","SEK 65,000,000",,,
Darkest Hour,2017,PG-13,7.4,"90,029",106,413,357,125,"Biography, Drama, History, War",English,USA,22 December 2017 (USA),Perfect World Pictures,Color,"During World War II, as","https://ia.media-imdb.com/images/M/MV5BNTU4MjMwOTgyMV5BMl5BanBnXkFtZTgwODQzNjY2NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Joe Wright,"Gary Oldman,Kristin Scott Thomas,Ben Mendelsohn,Lily James,Ronald Pickup,Stephen Dillane,Nicholas Jones,Samuel West,David Schofield,Richard Lumsden,Malcolm Storry,Hilton McRae,Benjamin Whitrow,Joe Armstrong,Adrian Rawlins","$30,000,000","$175,006","$56,443,120,","$145,843,120,"
The Irishman,2019,",",,,86,,,,"Biography, Crime, Drama, History, Thriller",English,USA,2019 (USA),Fábrica de Cine,Color,A mob hitman recalls his possible involvement with the slaying of Jimmy Hoffa.,"https://ia.media-imdb.com/images/M/MV5BZjcyMmYwZTUtMzVjZi00YjI5LWEwNDktNDQ1ZGY2M2FlYTBiXkEyXkFqcGdeQXVyMzE3OTk0NjQ@._V1_UY268_CR6,0,182,268_AL_.jpg",Martin Scorsese,"Al Pacino,Robert De Niro,Bobby Cannavale,Jesse Plemons,Anna Paquin,Joe Pesci,Harvey Keitel,Jack Huston,Stephen Graham,Ray Romano,Kathrine Narducci,Aleksa Palladino,Doris McCarthy,Paul Ben-Victor,Domenick Lombardozzi","$125,000,000",,,
"I, Tonya",2017,R,7.6,"81,220",72,277,359,120,"Biography, Comedy, Drama, Sport",English,USA,19 January 2018 (USA),Clubhouse Pictures (II),Color,"From the proverbial wrong side of the tracks in Portland, Oregon, former competitive figure skater","https://ia.media-imdb.com/images/M/MV5BMjI5MDY1NjYzMl5BMl5BanBnXkFtZTgwNjIzNDAxNDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Craig Gillespie,"Margot Robbie,Sebastian Stan,Allison Janney,Julianne Nicholson,Paul Walter Hauser,Bobby Cannavale,Bojana Novakovic,Caitlin Carver,Maizie Smith,Mckenna Grace,Suehyla El-Attar,Jason Davis,Mea Allen,Cory Chapman,Amy Fox","$11,000,000","$264,155","$30,006,215,",
Narcos            ,,TV-MA,8.9,"245,147",107,194,55,49,"Biography, Crime, Drama, Thriller",English,Colombia,28 August 2015 (USA),Dynamo,Color,"Narcos tells the true-life story of the growth and spread of cocaine drug cartels across the globe and attendant efforts of law enforcement to meet them head on in brutal, bloody conflict. It centers around the notorious Colombian cocaine kingpin Pablo Escobar (Wagner Moura) and Steve Murphy (Holbrook), a DEA agent sent to Colombia on a U.S. mission to capture him and ultimately kill him.","https://ia.media-imdb.com/images/M/MV5BMTU0ODQ4NDg2OF5BMl5BanBnXkFtZTgwNzczNTE4OTE@._V1_UX182_CR0,0,182,268_AL_.jpg",Carlo Bernard,"Pedro Pascal,Wagner Moura,Boyd Holbrook,Alberto Ammann,Paulina Gaitan,Juan Murcia,Jorge Monterrosa,Damián Alcázar,Francisco Denis,Raúl Méndez,Juan Sebastián Calero,Paulina García,Diego Cataño,Brett Cullen,Julián Díaz,Joanna Christie",,,,
American Crime Story            ,,TV-MA,8.5,"55,177",91,95,53,42,"Biography, Crime, Drama",English,USA,2 February 2016 (USA),Ryan Murphy Productions,Color,"The People v. O.J. Simpson: American Crime Story is a limited series that takes you inside the O.J. Simpson trial with a riveting look at the legal teams battling to convict or acquit the football legend of double homicide. Based on the book The Run of His Life: The People v. O.J. Simpson by Jeffrey Toobin, it explores the chaotic behind-the-scenes dealings and maneuvering on both sides of the court, and how a combination of prosecution overconfidence, defense shrewdness, and the LAPD's history with the city's African-American community gave a jury what it needed: reasonable doubt.","https://ia.media-imdb.com/images/M/MV5BNzc2MzJmM2ItMjgzYy00MjgxLTljYjctZjJhYzM1ODFhMzU0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",Scott Alexander,"Cuba Gooding Jr.,Sarah Paulson,Courtney B. Vance,Sterling K. Brown,Kenneth Choi,Christian Clemenson,Bruce Greenwood,Nathan Lane,David Schwimmer,John Travolta,Annette Bening,Matthew Broderick,Dennis Quaid,Darren Criss,Dale Godboldo,Ariel D. King,Tye White",,,,
The Post,2017,PG-13,7.2,"62,695",41,296,379,116,"Biography, Drama, History, Thriller",English,USA,12 January 2018 (USA),Amblin Entertainment,Color,"When American military analyst, Daniel Ellsberg, realizes to his disgust the depths of the US government's deceptions about the futility of the Vietnam War, he takes action by copying top-secret documents that would become the Pentagon Papers. Later, Washington Post owner, Kay Graham, is still adjusting to taking over her late husband's business when editor Ben Bradlee discovers the New York Times has scooped them with an explosive expose on those papers. Determined to compete, Post reporters find Ellsberg himself and a complete copy of those papers. However, the Post's plans to publish their findings are put in jeopardy with a Federal restraining order that could get them all indicted for Contempt. Now, Kay Graham must decide whether to back down for the safety of her paper or publish and fight for the Freedom of the Press. In doing so, Graham and her staff join a fight that would have America's democratic ideals in the balance.","https://ia.media-imdb.com/images/M/MV5BMjQyMjEwOTIwNV5BMl5BanBnXkFtZTgwOTkzNTMxNDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Steven Spielberg,"Meryl Streep,Tom Hanks,Sarah Paulson,Bob Odenkirk,Tracy Letts,Bradley Whitford,Bruce Greenwood,Matthew Rhys,Alison Brie,Carrie Coon,Jesse Plemons,David Cross,Zach Woods,Pat Healy,John Rue","$50,000,000","$526,011","$81,835,084,","$174,435,084,"
All the Money in the World,2017,R,6.9,"30,719",39,141,268,132,"Biography, Crime, Drama, Mystery, Thriller",English,USA,25 December 2017 (USA),Imperative Entertainment,Color,"Rome, 1973. Masked men kidnap a teenage boy named","https://ia.media-imdb.com/images/M/MV5BNjY3Mjg0OTc1OF5BMl5BanBnXkFtZTgwNDU0MzAyNDM@._V1_UX182_CR0,0,182,268_AL_.jpg",Ridley Scott,"Michelle Williams,Christopher Plummer,Mark Wahlberg,Romain Duris,Timothy Hutton,Charlie Plummer,Charlie Shotwell,Andrew Buchan,Marco Leonardi,Giuseppe Bonifati,Nicolas Vaporidis,Andrea Piedimonte Bodini,Guglielmo Favilla,Nicola Di Chio,Adele Tirante","$50,000,000","$5,584,684","$25,106,315,","$39,351,407,"
Molly's Game,2017,R,7.5,"52,876",30,161,304,140,"Biography, Crime, Drama",English,China,5 January 2018 (USA),STX Entertainment,Color,"Molly Bloom, a beautiful young Olympic-class skier, ran the world's most exclusive high-stakes poker game for a decade before being arrested in the middle of the night by 17 FBI agents wielding automatic weapons. Her players included Hollywood royalty, sports stars, business titans, and finally, unbeknownst to her, the Russian mob. Her only ally was her criminal defense lawyer Charlie Jaffey, who learned that there was much more to Molly than the tabloids led us to believe.","https://ia.media-imdb.com/images/M/MV5BNTkzMzRlYjEtMTQ5Yi00OWY3LWI0NzYtNGQ4ZDkzZTU0M2IwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",Aaron Sorkin,"Jessica Chastain,Idris Elba,Kevin Costner,Michael Cera,Jeremy Strong,Chris O'Dowd,J.C. MacKenzie,Brian d'Arcy James,Bill Camp,Graham Greene,Justin Kirk,Angela Gots,Natalie Krill,Stephanie Herfield,Madison McKinley",,,"$28,780,744,",
Paterno,2018,TV-MA,6.6,"1,785",41,33,13,105,"Biography, Drama",English,USA,7 April 2018 (USA),Edward R. Pressman Film,Color,"The film centers on Joe Paterno, who after becoming the most successful coach in college football history, is embroiled in Penn State's Jerry Sandusky sexual abuse scandal, challenging his legacy and forcing him to face questions of institutional failure regarding the victims.","https://ia.media-imdb.com/images/M/MV5BNDVhZDQzMWQtOGE4Yy00MDY5LWFmMDktZjk2Mzk3NjY3MmY3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",Barry Levinson,"Al Pacino,Riley Keough,Annie Parisse,Kathy Baker,Greg Grunberg,Jim Johnson,Peter Jacobson,Colby Minifie,Tess Frazer,Darren Goldstein,Benjamin Cook,Kristen Bush,Adam Ratcliffe,Faith Logan,John D'Leo",,,,
BoJack Horseman            ,,TV-MA,8.5,"50,614",303,107,34,25,"Animation, Comedy, Drama",English,USA,22 August 2014 (USA),Tornante Company,Color,"BoJack Horseman was the star of the hit TV show ""Horsin' Around"" in the 90's, now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.","https://ia.media-imdb.com/images/M/MV5BMjI2MDMxODAyMl5BMl5BanBnXkFtZTgwNjI1NTIzMzI@._V1_UX182_CR0,0,182,268_AL_.jpg",Raphael Bob-Waksberg,"Will Arnett,Amy Sedaris,Alison Brie,Aaron Paul,Paul F. Tompkins",,,,
The Iron Giant,1999,PG,8.0,"146,408",281,540,183,86,"Animation, Action, Adventure, Comedy, Drama, Family, Sci-Fi",English,USA,6 August 1999 (USA),Warner Bros.,Color,"This is the story of a nine-year-old boy named Hogarth Hughes who makes friends with an innocent alien giant robot that came from outer space. Meanwhile, a paranoid U.S. Government agent named Kent Mansley arrives in town, determined to destroy the giant at all costs. It's up to Hogarth to protect him by keeping him at Dean McCoppin's place in the junkyard.","https://ia.media-imdb.com/images/M/MV5BMjIxNDU2Njk0OV5BMl5BanBnXkFtZTgwODc3Njc3NjE@._V1_UY268_CR0,0,182,268_AL_.jpg",Brad Bird,"Jennifer Aniston,Harry Connick Jr.,Vin Diesel,James Gammon,Cloris Leachman,Christopher McDonald,John Mahoney,Eli Marienthal,M. Emmet Walsh,Jack Angel,Bob Bergen,Mary Kay Bergman,Michael Bird,Devon Cole Borisoff,Rodger Bumpass","$70,000,000","$5,732,614","$23,159,305,","$80,000,000"
Adventure Time            ,,TV-PG,8.6,"58,769",295,131,43,11,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",English,USA,5 April 2010 (USA),Frederator Studios,Color,"A human boy named Finn and adoptive brother and best friend Jake the Dog, protect the citizens of the Land of Ooo from foes of various shapes and sizes.","https://ia.media-imdb.com/images/M/MV5BMjE2MzE1MDI2M15BMl5BanBnXkFtZTgwNzUyODQxMDE@._V1_UY268_CR7,0,182,268_AL_.jpg",Pendleton Ward,"Jeremy Shada,John DiMaggio,Tom Kenny,Hynden Walch,Niki Yang",,,,
My Hero Academia            ,,TV-14,8.4,"7,554",291,25,5,24,"Animation, Action, Comedy",Japanese,Japan,3 April 2016 (Japan),Studio BONES,Color,"In a world populated with superhumans, the superhero-loving Izuku Midoriya is without power. However, after the Quirkless dreamer Izuku inherits the powers of the world's best superhero, All Might, his hopes of becoming the top hero are now possible. Once enrolled in the high school for heroes, U.A., Izuku soon discovers being a hero is much more complicated than it appears.","https://ia.media-imdb.com/images/M/MV5BYTc5MjM0MDktMDE2Ni00YzFjLWIyM2QtOTFiYjAzYWRiYmYzXkEyXkFqcGdeQXVyNjc3OTE4Nzk@._V1_UY268_CR3,0,182,268_AL_.jpg",Daiki Yamashita,"Daiki Yamashita,Ayane Sakura,Nobuhiko Okamoto,Kaito Ishikawa,Kenta Miyake,Justin Briner,Yûki Kaji,Toshiki Masuda,Marina Inoue,Ryô Hirohashi,Aoi Yûki,Jun'ichi Suwabe,Tasuku Hatanaka,Kiyotaka Furushima,Hiroyuki Yoshino,Kei Shindou,Eri Kitamura,Yoshimasa Hosoya,Kôsuke Kuwano,J. Michael Tatum,Tôru Nara,Akeno Watanabe,Kousuke Miyoshi",,,,
Cars 3,2017,G,6.8,"43,663",269,249,261,102,"Animation, Adventure, Comedy, Family, Sport",English,USA,16 June 2017 (USA),Pixar Animation Studios,Color,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing's biggest stage!","https://ia.media-imdb.com/images/M/MV5BMTc0NzU2OTYyN15BMl5BanBnXkFtZTgwMTkwOTg2MTI@._V1_UX182_CR0,0,182,268_AL_.jpg",Brian Fee,"Owen Wilson,Cristela Alonzo,Chris Cooper,Nathan Fillion,Larry the Cable Guy,Armie Hammer,Ray Magliozzi,Tony Shalhoub,Bonnie Hunt,Lea DeLaria,Kerry Washington,Bob Costas,Margo Martindale,Darrell Waltrip,Isiah Whitlock Jr.","$175,000,000","$53,688,680","$152,901,115","$383,889,151"
Final Space            ,,TV-14,8.5,"1,513",288,17,6,30,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi",English,USA,26 February 2018 (USA),Conaco,,"Final Space is an epic animated sci-fi comedy about a spaceman named Gary who is working off a prison sentence and makes a mysterious new alien friend, Mooncake, that he immediately bonds with. But what Gary doesn't know is that his adorable new sidekick is actually wanted by the sinister Lord Commander who will stop at nothing to use Mooncake's untapped powers for evil.","https://ia.media-imdb.com/images/M/MV5BZWMwNTRiNWUtNzgxZC00NmYzLTgwZjUtODA5YjRlYjY0ZTVhXkEyXkFqcGdeQXVyODQyNDU2MTU@._V1_UX182_CR0,0,182,268_AL_.jpg",Olan Rogers,"Olan Rogers,Fred Armisen,Tom Kenny,Tika Sumpter,David Tennant,Steven Yeun,Coty Galloway,Gina Torres",,,,
Big Mouth            ,,TV-MA,8.1,"17,620",284,61,12,30,"Animation, Comedy, Romance",English,USA,29 September 2017 (USA),Danger Goldberg Productions,Color,Teenage friends find their lives upended by the wonders and horrors of puberty.,"https://ia.media-imdb.com/images/M/MV5BMTcyNTk0ODgzOF5BMl5BanBnXkFtZTgwMzM0NjIzMzI@._V1_UX182_CR0,0,182,268_AL_.jpg",Jennifer Flackett,"Nick Kroll,John Mulaney,Fred Armisen,Jessi Klein,Jason Mantzoukas,Jordan Peele,Maya Rudolph,Jenny Slate,Andrew Rannells,Paula Pell,Joe Wengert,Jessica Chaffin,Richard Kind,Neil Casey,Seth Morris,June Diane Raphael",,,,
Frozen,2013,PG,7.5,"481,856",240,965,421,102,"Animation, Adventure, Comedy, Family, Fantasy, Musical",English,USA,27 November 2013 (USA),Walt Disney Animation Studios,Color,"Fearless optimist Anna teams up with rugged mountain man Kristoff and his loyal reindeer Sven and sets off on an epic journey to find her sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter. Encountering Everest-like conditions, mystical trolls and a hilarious snowman named Olaf, Anna and Kristoff battle the elements in a race to save the kingdom. From the outside Elsa looks poised, regal and reserved, but in reality she lives in fear as she wrestles with a mighty secret: she was born with the power to create ice and snow. It's a beautiful ability, but also extremely dangerous. Haunted by the moment her magic nearly killed her younger sister Anna, Elsa has isolated herself, spending every waking minute trying to suppress her growing powers. Her mounting emotions trigger the magic, accidentally setting off an eternal winter that she can't stop. She fears she's becoming a monster and that no one, not even her sister, can help her.","https://ia.media-imdb.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",Chris Buck,"Kristen Bell,Idina Menzel,Jonathan Groff,Josh Gad,Santino Fontana,Alan Tudyk,Ciarán Hinds,Chris Williams,Stephen J. Anderson,Maia Wilson,Edie McClurg,Robert Pine,Maurice LaMarche,Livvy Stubenrauch,Eva Bella","$150,000,000","$243,390","$400,738,009","$1,276,480,335"
Suicide Squad: Hell to Pay,2018,R,7.2,"2,075",,25,16,86,"Animation, Action",English,USA,27 March 2018 (USA),DC Entertainment,Color,Task Force X targets a powerful mystical object that they will risk their lives to steal.,"https://ia.media-imdb.com/images/M/MV5BN2ZiYzY0NWUtMDNmYi00NWU5LWIwZDItMzY1ODhhNjdiNDRmXkEyXkFqcGdeQXVyNTUzNzM0NTY@._V1_UY268_CR23,0,182,268_AL_.jpg",Sam Liu,"Christian Slater,Vanessa Williams,Billy Brown,Kristin Bauer van Straten,Gideon Emery,Liam McIntyre,Tara Strong,David Boat,Trevor Devall,Dave Fennoy,Greg Grunberg,C. Thomas Howell,Cissy Jones,Natalie Lander,Matthew Mercer",,,,
South Park            ,,TV-MA,8.7,"280,315",255,399,163,22,"Animation, Comedy",English,USA,13 August 1997 (USA),Comedy Central,Color,"The curious, adventure-seeking, fourth grade group of 10 year old boys, Stan, Kyle, Cartman, and Kenny, all join in in buffoonish adventures that sometimes evolve nothing. Sometimes something that was simple at the start, turns out to get out of control. Everything is odd in the small mountain town, South Park, and the boys always find something to do with it.","https://ia.media-imdb.com/images/M/MV5BOGE2YWUzMDItNTg2Ny00NTUzLTlmZGYtNWMyNzVjMjQ3MThkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR0,0,182,268_AL_.jpg",Trey Parker,"Trey Parker,Matt Stone,Mona Marshall,April Stewart,Isaac Hayes",,,,
